ISO,country,unicef_region,income_group,data_year,stunting_national,stunting_national_ll,stunting_national_ul,stunting_male,stunting_female,stunting_urban,stunting_rural,stunting_Q1_poorest,stunting_Q2,stunting_Q3,stunting_Q4,stunting_Q5_richest,stunting_gender_gap,stunting_wealth_gap,stunting_urban_rural_gap,wasting_national,wasting_national_ll,wasting_national_ul,wasting_male,wasting_female,wasting_urban,wasting_rural,wasting_Q1_poorest,wasting_Q2,wasting_Q3,wasting_Q4,wasting_Q5_richest,wasting_gender_gap,wasting_wealth_gap,wasting_urban_rural_gap,overweight_national,overweight_national_ll,overweight_national_ul,overweight_male,overweight_female,overweight_urban,overweight_rural,overweight_Q1_poorest,overweight_Q2,overweight_Q3,overweight_Q4,overweight_Q5_richest,overweight_gender_gap,overweight_wealth_gap,overweight_urban_rural_gap,wasted_only_pct,wasted_and_stunted_pct,stunted_only_pct,stunted_and_overweight_pct,overweight_only_pct,free_from_malnutrition_pct,any_malnutrition_pct,model_year,stunting_model_national,stunting_model_national_ll,stunting_model_national_ul,stunting_model_male,stunting_model_female,stunting_model_male_ll,stunting_model_male_ul,stunting_model_female_ll,stunting_model_female_ul,stunting_model_gender_gap,overweight_model_national,overweight_model_national_ll,overweight_model_national_ul,overweight_model_male,overweight_model_female,overweight_model_male_ll,overweight_model_male_ul,overweight_model_female_ll,overweight_model_female_ul,overweight_model_gender_gap,double_burden_index,malnutrition_composite_score,nutrition_transition_flag,female_married_by_15,female_married_by_18,male_married_by_18,marriage_gap_18,early_marriage_ratio,anc4_15_19_pct,modern_contraceptive_pct,ors_usage_pct,fgm_prevalence_pct,fgm_urban_pct,fgm_rural_pct,fgm_wealth_Q1_poorest,fgm_wealth_Q2,fgm_wealth_Q3,fgm_wealth_Q4,fgm_wealth_Q5_richest,fgm_wealth_gap,fgm_urban_rural_gap,diarrhoea_care_pct,pneumonia_care_pct,itn_use_pct,exclusive_bf_pct,low_birthweight_pct,wat_bas_nat,san_bas_nat,hyg_bas_nat,completion_primary_f,literacy_f
MDA,Republic of Moldova,EECA,Upper Middle Income,2012.0,6.4,5.2,7.8,5.8,7.0,3.6,7.8,11.4,5.6,9.1,3.4,2.7,-1.2000000000000002,8.7,4.199999999999999,1.9,1.2,3.0,2.1,1.8,1.8,2.0,1.7,1.7,1.2,3.4,1.8,0.3,-0.1,0.1999999999999999,4.9,3.8,6.2,6.0,3.7,5.0,4.8,2.9,2.7,7.5,4.4,6.6,2.3,-3.7,-0.2000000000000001,1.7,0.2,5.6,0.6,4.2,87.7,12.299999999999995,2024,4.2,2.6,6.8,4.5,3.9,2.7,7.2,2.4,6.5,0.6000000000000001,4.1,1.7,9.6,4.3,3.8,1.8,10.2,1.6,8.8,0.5,11.3,4.4,0.0,0.0,12.0,1.0,11.0,0.0,89.66702,33.863080000000004,,,,,,,,,,,,5.6,79.2,,36.4,6.470493286,93.8,90.22,99.5,99.5,99.58578
MDG,Madagascar,ESA,Low Income,2021.0,39.8,38.0,41.7,43.6,36.1,35.5,40.6,42.8,43.4,40.1,39.4,30.0,7.5,12.799999999999995,5.100000000000001,7.2,6.5,8.1,8.1,6.4,7.4,7.2,9.4,7.4,6.5,5.2,6.7,1.6999999999999993,2.7,-0.2000000000000001,1.9,1.5,2.4,2.1,1.6,1.7,1.9,2.1,1.2,2.3,1.8,2.1,0.5,0.0,0.1999999999999999,4.4,2.9,36.0,1.0,0.9,54.9,45.1,2024,38.4,35.1,41.8,41.0,35.7,37.7,44.6,32.5,39.1,5.299999999999997,2.3,1.6,3.4,2.5,2.2,1.7,3.6,1.5,3.1,0.2999999999999998,41.7,16.3,0.0,13.0,39.0,11.0,28.0,0.3333333333333333,46.99635,16.45465,16.369149999999998,,,,,,,,,,,37.6,51.5,55.6,54.4,18.71212047,,39.17,,,75.30385
MDV,Maldives,SA,Upper Middle Income,2017.0,15.3,13.5,17.2,16.3,14.2,13.2,16.1,17.5,16.0,14.6,11.3,16.4,2.1000000000000014,1.1000000000000014,2.900000000000002,9.1,7.8,10.8,10.1,8.1,10.3,8.7,8.5,9.6,8.9,9.9,9.0,2.0,-0.5,-1.6000000000000014,4.9,4.0,6.0,6.7,3.0,4.2,5.2,4.8,5.4,5.7,5.8,1.5,3.7,3.3,1.0,7.6,1.5,12.9,0.9,4.0,73.1,26.90000000000001,2024,14.2,11.3,17.7,14.7,13.6,11.7,18.4,10.9,17.0,1.0999999999999996,3.0,1.7,5.4,3.3,2.8,1.8,6.0,1.5,5.2,0.5,20.200000000000003,9.766666666666666,0.0,0.0,2.0,2.0,0.0,0.0,83.00138,9.58714,,12.9,13.8,12.3,13.9,12.2,12.2,14.7,11.7,2.200000000000001,-1.5,86.2,74.1,,63.0,13.71833802,99.5,,,,99.43955
MEX,Mexico,LAC,Upper Middle Income,2022.0,12.5,10.3,15.1,11.5,13.5,12.4,12.7,,,,,,-2.0,,0.2999999999999989,1.0,0.6,1.7,1.4,0.6,1.1,0.6,,,,,,0.7999999999999999,,-0.5000000000000001,7.1,5.4,9.4,6.9,7.3,7.4,6.4,,,,,,-0.3999999999999994,,-1.0,0.6,0.4,11.6,0.5,6.6,80.3,19.700000000000003,2024,13.1,11.9,14.3,14.3,11.8,13.1,15.8,10.8,13.0,2.5,7.4,5.8,9.5,7.9,6.9,6.1,10.3,5.4,8.9,1.0,19.6,6.866666666666667,0.0,4.0,18.0,,,0.2222222222222222,,,,,,,,,,,,,,46.8,73.1,,35.0,10.15384708,71.09,69.58,79.16,95.9,99.20723
MHL,Marshall Islands,EAP,Upper Middle Income,2017.0,34.8,30.6,39.2,39.3,30.0,34.0,38.7,44.2,41.2,37.0,28.4,20.0,9.299999999999995,24.200000000000003,4.700000000000003,3.5,2.5,5.0,4.6,2.4,3.5,3.8,3.1,7.3,1.8,2.8,2.4,2.2,0.7000000000000002,0.2999999999999998,4.1,2.4,6.8,4.9,3.2,4.6,1.3,1.8,2.5,6.6,2.4,6.7,1.7000000000000002,-4.9,-3.3,2.4,1.2,31.9,1.7,2.4,60.5,39.5,2024,30.0,23.1,37.9,31.6,28.2,24.8,39.5,21.8,35.8,3.400000000000002,4.6,2.3,9.0,4.9,4.3,2.5,9.5,2.1,8.5,0.6000000000000005,38.9,14.133333333333333,0.0,6.0,26.0,12.0,14.0,0.2307692307692307,,,,,,,,,,,,,,,,,43.1,,66.83,78.36,70.15,,98.7567
MKD,North Macedonia,EECA,Upper Middle Income,2019.0,4.3,2.8,6.5,4.5,4.0,4.7,3.7,7.2,3.3,2.3,3.9,3.7,0.5,3.5,-1.0,3.4,2.1,5.3,3.5,3.3,3.5,3.2,2.3,7.2,3.4,0.7,3.2,0.2000000000000001,-0.9000000000000004,-0.2999999999999998,11.2,8.9,13.9,13.1,9.0,11.5,10.7,8.8,15.3,11.4,11.3,9.7,4.1,-0.8999999999999986,-0.8000000000000007,3.1,0.2,3.0,1.1,10.1,82.5,17.5,2024,3.8,3.0,4.7,4.0,3.5,3.2,5.1,2.9,4.4,0.5,12.3,7.6,19.3,13.0,11.5,8.1,20.4,7.1,18.0,1.5,15.5,6.3,1.0,0.0,8.0,,,0.0,,,,,,,,,,,,,,,93.0,,27.5,8.29205809,,,,99.3,98.5
MLI,Mali,WCA,Low Income,2024.0,25.1,,,26.7,23.6,,,,,,,,3.099999999999998,,,5.4,,,6.3,4.4,,,,,,,,1.9,,,1.4,,,1.6,1.3,,,,,,,,0.3,,,7.6,3.0,18.4,0.4,0.5,70.1,29.90000000000001,2024,23.2,21.8,24.7,25.3,21.1,23.9,26.9,19.9,22.6,4.199999999999999,1.3,1.1,1.6,1.4,1.2,1.1,1.7,1.0,1.5,0.1999999999999999,26.5,10.633333333333333,0.0,16.0,54.0,2.0,52.0,0.2962962962962963,39.0995,6.50091,44.01625,88.6,89.2,88.4,86.5,85.8,89.9,89.6,90.4,-3.9000000000000057,-0.7999999999999972,37.1,34.7,67.4,40.4,,,29.78,,40.7,39.20776
MLT,Malta,WE,High Income,2022.0,3.3,2.4,4.4,2.9,3.6,,,,,,,,-0.7000000000000002,,,0.4,,,,,,,,,,,,,,,10.1,8.5,11.9,12.0,8.2,,,,,,,,3.8000000000000007,,,0.3,0.0,3.0,0.2,9.9,86.5,13.5,2024,3.5,3.0,4.1,3.9,3.1,3.3,4.7,2.6,3.6,0.7999999999999998,10.1,7.3,13.8,10.8,9.5,7.7,15.0,6.8,13.1,1.3000000000000007,13.4,4.6,1.0,,,,,,,,,,,,,,,,,,,,,,,7.184098646,99.5,99.5,99.5,,99.38657
MMR,Myanmar,EAP,Lower Middle Income,2018.0,26.7,25.3,28.2,26.7,26.8,20.9,29.0,36.1,29.8,25.7,19.4,15.5,-0.1000000000000014,20.6,8.100000000000001,7.4,,,,,,,,,,,,,,,0.8,0.6,1.1,1.1,0.5,0.8,0.8,0.5,1.0,0.7,0.8,1.1,0.6000000000000001,-0.6000000000000001,0.0,5.1,1.5,27.3,0.6,0.9,64.6,35.400000000000006,2024,24.5,20.9,28.5,25.8,23.0,22.1,30.1,19.6,27.1,2.8000000000000007,0.6,0.4,1.1,0.7,0.6,0.4,1.2,0.3,1.0,0.0999999999999999,27.5,11.633333333333333,0.0,2.0,16.0,5.0,11.0,0.125,46.31538,53.16281000000001,,,,,,,,,,,,53.7,58.6,18.6,51.2,12.48430117,77.05,73.52,58.66,84.0,84.41379
MNE,Montenegro,EECA,Upper Middle Income,2018.0,7.2,3.5,14.2,6.2,8.5,8.7,4.0,9.7,12.9,1.9,4.4,9.3,-2.3,0.3999999999999986,-4.699999999999999,2.2,1.3,3.6,2.4,1.9,1.7,3.1,2.9,3.8,1.1,1.4,2.2,0.5,0.6999999999999997,1.4,7.3,5.0,10.4,6.7,8.0,5.8,10.1,8.0,6.5,6.7,10.5,4.3,-1.2999999999999998,3.7,4.3,1.9,0.2,6.3,0.6,6.7,84.2,15.799999999999995,2024,8.0,6.1,10.5,8.5,7.4,6.5,11.1,5.7,9.7,1.0999999999999996,8.6,4.8,14.8,9.2,8.0,5.2,15.6,4.5,14.1,1.1999999999999993,14.5,5.566666666666666,1.0,2.0,6.0,3.0,3.0,0.3333333333333333,,,,,,,,,,,,,,56.4,89.4,,19.5,6.231987721,81.95,11.39,,99.9,99.05261
MNG,Mongolia,EAP,Upper Middle Income,2023.0,8.8,,,,,,,,,,,,,,,2.7,,,,,,,,,,,,,,,12.8,,,,,,,,,,,,,,,0.9,0.1,7.5,1.9,8.7,81.1,18.90000000000001,2024,7.1,6.1,8.1,7.6,6.5,6.6,8.7,5.7,7.5,1.0999999999999996,12.3,8.8,16.8,13.1,11.5,9.5,17.8,8.3,15.9,1.5999999999999996,21.6,8.1,1.0,1.0,8.0,3.0,5.0,0.125,,,,,,,,,,,,,,58.1,90.6,,51.1,4.896474513,,,,98.5,98.90874
MOZ,Mozambique,ESA,Low Income,2022.0,36.7,34.4,39.1,40.9,32.8,26.3,41.0,47.0,43.0,42.3,25.2,14.8,8.100000000000001,32.2,14.7,3.8,3.1,4.6,4.4,3.2,2.9,4.2,5.8,3.8,2.3,3.5,2.4,1.2000000000000002,3.4,1.3000000000000005,3.2,2.6,3.9,3.2,3.1,3.0,3.3,2.1,3.2,3.9,4.0,3.1,0.1,-1.0,0.2999999999999998,2.4,1.4,33.8,1.5,1.7,59.2,40.8,2024,37.0,34.1,40.0,40.0,34.0,37.1,43.1,31.3,36.9,6.0,4.4,3.3,6.0,4.7,4.1,3.6,6.3,3.0,5.6,0.6000000000000005,39.900000000000006,14.566666666666668,0.0,13.0,48.0,13.0,35.0,0.2708333333333333,50.52224,5.82771,59.1606,,,,,,,,,,,55.5,73.0,42.5,55.5,17.76020276,,,,37.2,62.66699
MRT,Mauritania,WCA,Lower Middle Income,2022.0,25.1,25.0,25.2,27.6,22.5,20.1,31.3,,,,,,5.100000000000001,,11.2,13.6,,,,,,,,,,,,,,,1.0,0.7,1.3,1.2,0.8,,,,,,,,0.3999999999999999,,,7.9,2.2,14.8,0.4,0.6,74.1,25.90000000000001,2024,21.5,19.8,23.3,23.6,19.4,21.8,25.6,17.9,21.1,4.200000000000003,1.6,1.2,2.2,1.7,1.5,1.3,2.4,1.1,2.1,0.1999999999999999,26.1,13.233333333333334,0.0,16.0,37.0,1.0,36.0,0.4324324324324324,,,,63.9,51.3,77.1,83.5,80.8,73.3,51.4,38.1,45.4,25.8,31.9,42.9,11.9,40.9,,,30.69,,55.93695562584081,
MUS,Mauritius,ESA,Upper Middle Income,1995.0,13.6,,,,,,,,,,,,,,,15.7,,,,,,,,,,,,,,,6.5,,,,,,,,,,,,,,,,,,,,,,2024,7.8,3.5,16.4,8.7,6.9,4.0,18.2,3.1,14.6,1.799999999999999,4.8,1.2,17.5,5.1,4.4,1.4,17.4,1.1,16.1,0.6999999999999993,20.1,11.933333333333332,0.0,,,,,,,,,,,,,,,,,,,,,,,18.69435005,99.5,99.5,99.5,,98.57592
MWI,Malawi,ESA,Low Income,2020.0,34.9,32.4,37.5,37.4,32.4,,,,,,,,5.0,,,2.1,,,,,,,,,,,,,,,1.4,0.9,1.9,1.6,1.1,,,,,,,,0.5,,,1.1,0.8,33.8,0.3,1.1,62.9,37.1,2024,33.2,30.8,35.6,36.1,30.2,33.8,38.7,28.0,32.6,5.900000000000002,4.4,3.2,6.1,4.8,4.1,3.5,6.5,3.0,5.7,0.7000000000000002,36.3,12.8,0.0,8.0,38.0,7.0,31.0,0.2105263157894736,45.69273,37.49135,54.63765000000001,,,,,,,,,,,58.3,71.1,67.9,64.1,15.57640226,92.47,74.33,44.21,51.5,73.3858
MYS,Malaysia,EAP,Upper Middle Income,2022.0,21.2,20.0,22.6,21.8,20.6,20.2,23.8,,,,,,1.1999999999999993,,3.6000000000000014,11.0,10.1,12.0,11.8,10.2,10.7,11.8,,,,,,1.6000000000000014,,1.1000000000000014,5.6,4.9,6.4,6.6,4.5,6.0,4.6,,,,,,2.1,,-1.4000000000000004,7.3,2.4,21.2,1.9,3.3,63.9,36.1,2024,24.3,22.0,26.8,25.7,22.9,23.3,28.4,20.7,25.3,2.8000000000000007,5.3,3.8,7.2,5.6,4.9,4.1,7.7,3.6,6.7,0.6999999999999993,26.8,12.6,0.0,,,,,,,,,,,,,,,,,,,3.1,91.6,,40.3,13.81137628,95.35,99.5,99.5,,97.85761
NAM,Namibia,ESA,Upper Middle Income,2013.0,22.7,20.8,24.8,25.1,20.4,16.0,26.7,30.8,26.8,22.8,15.9,9.0,4.700000000000003,21.8,10.7,7.1,6.1,8.4,9.0,5.3,7.3,7.0,9.3,6.1,8.6,5.3,5.0,3.7,4.300000000000001,-0.2999999999999998,4.0,3.2,5.0,3.8,4.2,4.8,3.5,2.3,3.7,3.9,6.0,4.9,-0.4000000000000003,-2.6000000000000005,-1.2999999999999998,5.6,1.5,19.9,1.3,2.7,69.0,31.0,2024,16.4,11.2,23.4,18.4,14.4,12.8,25.9,9.9,20.9,3.9999999999999982,5.8,2.7,12.1,6.2,5.4,2.9,12.6,2.5,11.2,0.7999999999999998,26.7,11.266666666666666,0.0,2.0,7.0,1.0,6.0,0.2857142857142857,58.14012,32.18353,69.07119,,,,,,,,,,,63.7,68.0,5.6,48.3,15.58151943,,,,86.1,95.34632
NER,Niger,WCA,Low Income,2022.0,47.7,44.9,50.5,50.4,45.0,,,,,,,,5.399999999999999,,,10.9,9.8,12.0,12.1,9.7,,,,,,,,2.4000000000000004,,,1.2,0.8,1.7,1.8,0.5,,,,,,,,1.3,,,4.5,6.4,40.4,0.9,0.3,47.5,52.5,2024,48.3,46.0,50.6,50.8,45.7,48.5,53.2,43.4,48.1,5.099999999999994,2.6,2.0,3.4,2.8,2.4,2.1,3.6,1.8,3.1,0.3999999999999999,48.900000000000006,19.933333333333334,0.0,28.0,76.0,6.0,70.0,0.3684210526315789,31.88183,5.91653,42.540670000000006,2.0,1.2,2.1,1.7,1.7,2.4,3.0,1.0,0.7,0.9000000000000001,59.1,60.4,33.6,24.5,,,25.39,41.77,23.6,31.64391
NGA,Nigeria,WCA,Lower Middle Income,2021.0,33.8,,,35.0,32.5,,,,,,,,2.5,,,11.6,,,,,,,,,,,,,,,1.5,,,1.3,1.6,,,,,,,,-0.3,,,3.9,2.6,28.3,0.6,0.9,63.7,36.3,2024,33.8,31.1,36.6,36.2,31.4,33.4,39.2,28.9,34.1,4.800000000000004,1.6,1.2,2.3,1.7,1.5,1.2,2.5,1.1,2.1,0.1999999999999999,35.3,15.633333333333333,0.0,12.0,30.0,2.0,28.0,0.4,37.57134,1.15175,29.74029,15.1,20.2,10.8,7.5,10.5,16.5,19.9,19.0,-11.5,-9.4,59.5,40.6,42.5,28.8,,35.62,42.92,23.6,79.2,
NIC,Nicaragua,LAC,Lower Middle Income,2012.0,17.3,15.8,18.9,18.2,16.4,12.4,22.0,,,,,,1.8000000000000007,,9.6,2.2,1.6,2.9,2.2,2.1,2.3,2.0,,,,,,0.1,,-0.2999999999999998,8.3,7.3,9.3,8.6,7.9,9.1,7.4,,,,,,0.6999999999999993,,-1.6999999999999993,1.7,0.4,15.3,1.5,6.7,74.3,25.700000000000003,2024,,,,,,,,,,,,,,,,,,,,,25.6,9.266666666666667,0.0,10.0,35.0,19.0,16.0,0.2857142857142857,69.35894,52.99007999999999,52.04659,,,,,,,,,,,44.1,67.4,,31.7,10.09621863,53.27,28.54,,,
NLD,Netherlands (Kingdom of the),WE,High Income,2009.0,1.5,1.2,1.8,1.6,1.3,,,,,,,,0.3,,,1.0,0.8,1.4,1.2,0.9,,,,,,,,0.2999999999999999,,,3.8,3.2,4.6,3.6,4.0,,,,,,,,-0.3999999999999999,,,1.0,0.0,1.2,0.2,3.6,93.9,6.099999999999994,2024,1.6,0.9,3.1,1.8,1.4,1.0,3.5,0.8,2.7,0.4000000000000001,5.4,2.0,13.6,5.8,5.0,2.2,14.3,1.9,12.7,0.7999999999999998,5.3,2.1,1.0,,,,,,,,,,,,,,,,,,,,,,,5.651838859,99.5,99.5,99.5,,
NPL,Nepal,SA,Lower Middle Income,2022.0,24.8,22.7,27.0,24.7,25.0,21.5,31.0,36.9,28.4,22.3,17.7,13.1,-0.3000000000000007,23.8,9.5,7.0,5.8,8.3,7.6,6.3,6.9,7.1,5.4,6.8,7.1,7.8,8.4,1.2999999999999998,-3.0,0.1999999999999993,1.3,0.9,2.0,1.6,1.0,1.6,0.9,1.0,0.8,1.7,0.5,3.0,0.6000000000000001,-2.0,-0.7000000000000001,4.2,2.8,21.8,0.2,1.2,69.9,30.099999999999994,2024,26.0,23.7,28.5,27.0,25.1,24.6,29.6,22.7,27.6,1.8999999999999984,1.8,1.3,2.5,1.9,1.6,1.3,2.7,1.2,2.3,0.2999999999999998,26.1,11.033333333333331,0.0,6.0,35.0,7.0,28.0,0.1714285714285714,53.71106,14.47905,30.12066,,,,,,,,,,,56.9,57.5,,56.4,19.73151245,55.44,38.97,41.61,76.4,80.20683
NRU,Nauru,EAP,High Income,2023.0,15.7,11.5,21.2,12.1,20.0,,,19.0,15.0,10.6,7.9,28.3,-7.9,-9.3,,1.3,0.5,3.4,0.6,2.1,,,1.5,1.7,1.5,1.6,0.0,-1.5,1.5,,8.2,5.6,11.9,8.5,7.9,,,4.6,5.1,12.3,11.1,7.7,0.5999999999999996,-3.1000000000000005,,1.3,0.0,14.1,1.7,6.6,76.4,23.599999999999994,2024,16.0,13.9,18.4,17.1,14.9,15.0,19.6,13.0,17.2,2.200000000000001,8.2,5.9,11.2,8.7,7.6,6.3,11.9,5.5,10.4,1.0999999999999996,23.9,8.4,0.0,1.0,18.0,0.0,18.0,0.0555555555555555,,,,,,,,,,,,,,28.1,44.4,,52.8,,99.5,99.5,90.02,,
OMN,Oman,MENA,High Income,2017.0,11.4,9.8,13.1,12.7,10.0,,,12.7,13.0,12.7,11.0,7.8,2.7,4.9,,9.3,7.9,11.0,8.7,10.0,,,14.7,8.7,6.4,9.5,10.0,-1.3000000000000007,4.699999999999999,,4.2,3.4,5.1,4.1,4.2,,,1.6,1.7,4.7,5.6,5.5,-0.1000000000000005,-3.9,,6.3,1.5,13.8,0.5,1.1,76.7,23.3,2024,12.9,10.3,16.1,14.4,11.4,11.5,18.1,9.1,14.3,3.0,8.8,4.8,15.3,9.3,8.2,5.2,16.2,4.6,14.2,1.1000000000000014,15.6,8.3,0.0,1.0,4.0,,,0.25,,,,,,,,,,,,,,56.6,56.3,,23.2,13.23588907,99.5,99.5,99.5,,98.95638
PAK,Pakistan,SA,Lower Middle Income,2018.0,37.6,34.8,40.6,38.2,37.1,30.7,40.9,56.5,44.9,31.6,30.4,22.0,1.1000000000000014,34.5,10.2,7.1,6.0,8.4,7.6,6.6,6.7,7.3,9.4,9.1,5.3,7.2,3.7,1.0,5.7,0.5999999999999996,2.5,1.9,3.2,2.3,2.6,3.0,2.2,1.8,1.9,1.2,2.4,5.3,-0.3000000000000002,-3.5,-0.7999999999999998,4.3,2.8,33.7,1.1,1.3,56.8,43.2,2024,33.6,28.3,39.3,34.5,32.6,29.3,40.2,27.6,38.1,1.8999999999999984,2.1,1.2,3.6,2.2,1.9,1.3,3.9,1.1,3.3,0.3000000000000002,40.1,15.733333333333334,0.0,4.0,18.0,5.0,13.0,0.2222222222222222,31.47288,6.88952,41.85376,,,,,,,,,,,70.8,71.1,0.4,47.5,,35.49,41.59,,55.41709819894092,65.54779
PAN,Panama,LAC,High Income,2019.0,15.9,14.1,17.8,17.6,13.9,11.5,12.4,,,,,,3.700000000000001,,0.9000000000000004,1.1,0.6,1.7,1.2,0.9,1.2,1.2,,,,,,0.2999999999999999,,0.0,11.5,9.6,13.7,11.8,11.1,13.0,9.5,,,,,,0.7000000000000011,,-3.5,0.8,0.2,14.4,1.3,10.2,73.1,26.90000000000001,2024,14.0,11.7,16.7,15.3,12.7,12.8,18.3,10.6,15.3,2.6000000000000014,10.9,6.8,17.0,11.5,10.1,7.3,17.9,6.4,15.9,1.4000000000000004,27.4,9.5,0.0,7.0,26.0,,,0.2692307692307692,,,,,,,,,,,,,,,81.6,,21.5,10.2837361,59.69,23.91,23.81,95.5,97.33687
PER,Peru,LAC,Upper Middle Income,2023.0,11.5,11.0,12.2,12.5,10.5,8.2,20.3,22.5,11.5,6.8,4.4,4.5,2.0,18.0,12.1,0.6,0.5,0.7,0.7,0.5,0.6,0.6,0.6,0.6,0.8,0.2,0.4,0.1999999999999999,0.1999999999999999,0.0,7.5,7.0,8.0,8.1,6.9,8.6,4.6,4.1,6.8,8.6,9.5,11.8,1.1999999999999993,-7.700000000000001,-4.0,0.4,0.2,11.0,0.4,7.1,81.0,19.0,2024,10.6,9.9,11.4,11.6,9.6,10.9,12.5,9.0,10.3,2.0,9.0,7.6,10.8,9.6,8.4,8.1,11.5,7.1,10.1,1.1999999999999993,19.0,6.533333333333334,0.0,3.0,19.0,,,0.1578947368421052,89.48629,50.60194,22.52669,,,,,,,,,,,33.3,59.3,,70.1,7.471594891,73.67,92.89,,95.1,98.85308
PHL,Philippines,EAP,Lower Middle Income,2021.0,26.7,25.3,28.1,27.2,26.1,,,,,,,,1.099999999999998,,,5.4,4.7,6.2,5.3,5.5,,,,,,,,-0.2000000000000001,,,3.9,3.3,4.7,4.1,3.7,,,,,,,,0.3999999999999994,,,3.7,1.7,24.3,0.6,3.3,66.3,33.7,2024,27.7,25.3,30.3,29.3,26.0,26.8,32.1,23.7,28.6,3.3000000000000007,3.3,2.4,4.6,3.5,3.1,2.5,4.9,2.2,4.3,0.3999999999999999,30.6,12.0,0.0,2.0,9.0,3.0,6.0,0.2222222222222222,84.48281,20.64752,54.29625,,,,,,,,,,,42.0,70.1,,40.9,21.14414662,46.27,84.79,73.04,95.1556262902658,98.81543
PNG,Papua New Guinea,EAP,Lower Middle Income,2010.0,49.5,45.8,53.1,50.9,47.9,36.4,51.2,,,,,,3.0,,14.800000000000004,14.1,12.3,16.0,14.4,13.7,14.0,14.1,,,,,,0.7000000000000011,,0.0999999999999996,13.7,11.5,16.3,14.3,13.1,11.8,14.0,,,,,,1.200000000000001,,2.2,10.3,3.7,38.4,7.3,6.4,33.8,66.2,2024,47.6,33.5,62.1,48.9,46.2,34.8,63.3,32.0,61.1,2.699999999999996,18.5,8.1,36.8,19.5,17.3,8.3,39.7,7.3,36.2,2.2,63.2,25.766666666666666,0.0,8.0,27.0,4.0,23.0,0.2962962962962963,,,,,,,,,,,,,,38.4,62.6,51.5,59.7,19.38028308,46.83,46.38,11.67,,71.4
POL,Poland,WE,High Income,2019.0,1.0,0.6,1.8,1.0,1.1,,,,,,,,-0.1,,,0.8,0.5,1.3,1.0,0.5,,,,,,,,0.5,,,7.7,6.5,9.0,8.2,7.1,,,,,,,,1.0999999999999996,,,0.7,0.1,0.9,0.0,7.7,90.6,9.400000000000006,2024,1.0,0.8,1.3,1.1,0.9,0.9,1.5,0.7,1.1,0.2,8.6,5.3,13.5,9.1,8.0,5.7,14.5,4.9,12.7,1.0999999999999996,8.7,3.1666666666666665,1.0,,,,,,,,,,,,,,,,,,,,,,,5.606949229,99.5,99.5,99.5,,
PRK,Democratic People's Republic of Korea,EAP,Low Income,2017.0,19.1,,,18.4,19.9,15.6,24.4,,,,,,-1.5,,8.799999999999999,2.5,,,3.0,2.0,1.7,3.7,,,,,,1.0,,2.0,2.3,,,2.3,2.3,2.6,1.9,,,,,,0.0,,-0.7000000000000002,5.8,2.9,41.2,0.6,0.3,49.2,50.8,2024,16.6,13.3,20.6,17.5,15.6,14.1,21.8,12.5,19.5,1.9000000000000004,3.3,1.7,6.3,3.6,3.1,1.9,6.8,1.6,5.9,0.5,21.4,7.966666666666668,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,79.6,85.6,,71.4,,,,,100.0,
PRT,Portugal,WE,High Income,2016.0,3.2,1.7,6.0,3.1,3.5,,,,,,,,-0.3999999999999999,,,1.1,,,,,,,,,,,,,,,7.1,4.6,10.8,4.7,9.8,,,,,,,,-5.1000000000000005,,,0.6,0.0,3.2,0.1,7.0,89.2,10.799999999999995,2024,3.2,2.1,4.7,3.5,2.8,2.4,5.3,1.9,4.2,0.7000000000000002,9.4,4.7,17.8,10.0,8.7,5.1,18.7,4.4,16.7,1.3000000000000007,10.3,3.8,1.0,,,,,,,,,,,,,,,,,,,,,,,8.922583683,99.5,99.5,99.5,,99.47964
PRY,Paraguay,LAC,Upper Middle Income,2016.0,5.6,4.6,6.8,6.7,4.4,4.0,7.9,12.3,5.3,3.7,2.7,0.8,2.3,11.5,3.9,1.0,0.7,1.4,1.0,0.9,1.0,0.9,0.7,1.0,1.4,1.0,0.6,0.0999999999999999,0.0999999999999999,-0.0999999999999999,12.4,11.0,14.1,13.0,11.9,13.5,10.8,8.8,12.4,11.1,15.8,16.8,1.0999999999999996,-8.0,-2.7,0.9,0.1,5.0,0.6,11.9,81.6,18.40000000000001,2024,3.2,2.3,4.4,3.5,2.9,2.6,4.8,2.1,3.9,0.6000000000000001,15.4,8.6,26.1,16.3,14.4,9.2,27.5,8.0,24.7,1.9000000000000004,18.0,6.333333333333333,1.0,4.0,22.0,,,0.1818181818181818,,,,,,,,,,,,,,52.9,89.4,,29.6,9.960016952,,94.1,,95.1,98.70381
